qid,docid,docno,rank,score,query
Q4,1135,2043774522487140691,81,5.176564977804509,US bases attack Iran
Q4,1157,2044027456248787389,82,5.176564977804509,US bases attack Iran
Q4,1181,2044335141699609006,83,5.152999704625184,US bases attack Iran
Q4,599,2039874315106349127,84,5.124167633099336,US bases attack Iran
Q4,998,2042783154893635918,85,5.124167633099336,US bases attack Iran
Q4,263,2027703768276475958,86,5.084254142509771,US bases attack Iran
Q4,2093,2048557741661434249,87,5.077823574917527,US bases attack Iran
Q4,1175,2044287954894340375,88,5.076990497045178,US bases attack Iran
Q4,2176,2048842095763554493,89,5.076990497045178,US bases attack Iran
Q4,611,2040118894267076650,90,5.06603773354548,US bases attack Iran
Q4,711,2041174137926811788,91,5.044313172083935,US bases attack Iran
Q4,712,2041174253706572123,92,5.044313172083935,US bases attack Iran
Q4,1259,2044961292134515068,93,5.022492006095433,US bases attack Iran
Q4,1616,2046852823531270214,94,4.789799820449345,US bases attack Iran
Q4,261,2027692141816725545,95,4.6641957984683104,US bases attack Iran
Q4,1190,2044409455895326888,96,4.6641957984683104,US bases attack Iran
Q4,1191,2044409463315050798,97,4.6641957984683104,US bases attack Iran
Q4,262,2027700084624814585,98,4.601835582856616,US bases attack Iran
Q4,279,2027820381554327728,99,4.601835582856616,US bases attack Iran
Q5,1018,2043016766616416531,0,5.876732616551849,Iran regime collapse
